Title	Rate	Price	Merchant	ProductUrl	ImageUrl	Description
Foooomx Prediksi	0	200000	Foom Gallery	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnf6_ehoAeabm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUE6_nFbm-FQRo2PcB5QiUEoZFiy3hSUstiyfV7g3P5rSBwySBwrI-5gIusPmUDUMNOQ3-BrBY5gBYxgIHi6sJObm-XP3Oig9-wy3zp9R-BrZUEH_1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthoAnDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-jg3yibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEHpyObsyO6AyhHpr7H_UFo_eDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1H7HjOE3_u6zJja_S2u8JN1qRBo8B1pZ3BRqujp1SByH7ND3uxGqMVAZ_g-qBVN_c2SH1NEz_CoqMrh_S2VHJOkgpV6e7BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BRZ3BRq3-W69ugHBu2_fB-HBB1Z9Bo8MhW3uHFHO2W1_oHuV-03320PVB1ypz68_na_OP-8u2k_M2qu7jp3jPoq1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGgjOk1MgozsxR3I2mgBxEeMgozsxR3I2Cq1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-8jNku9u6qB17_M2V8jNE19xoqjJh_jo-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32g8jN2oAz6zJBE_OzsH7O1qpu6qBuNZ3dFvZUDUMoDP9o7g9-wq3zwPsUi6s1hHsrFbm-FrMBsguYiq3ei6sjFHmFigfYxQVY2gmUEHR7?ob=5&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Ffoomgallery%2Ffoooomx-prediksi%3Fsrc%3Dtopads&page=1&t=desktop&src=directory&pub_unit=0&pub_domain=0&dv=desktop&pub_id=0	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/31/f4d50c97-ab61-4641-9f99-ac0a4b5d2f3c.jpg.webp?ect=4g	
itel A70 3/4+128GB - 13MP Super HDR Cam  - 5000mAh Battery - Octa-Core	0	999000	Itel Official Store	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsndHsyFHsJfbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUEHp1FHmFircYpq9z2Qfdi6sUDUMVDgaUEUMoxPcuSQR-N9f-N9RCaQfzOyReibm-XP3Oig9-wQfgwy3zpUsthoZFiQSuWyMua9fVjrOYag9Ji6sJObm-sy9zwq3zpUs2Qos1DHseDHpnOoV7DUMNwyfVXgcBjy9zB9fVjraUEH_eFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHRHZdf6_JfosHfosUf6AUpbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1O2oI26qjOR_BzCHJYJ_926uJuN_92uHJB2PfBgHO-N3Ao6QVByZM2xe7jfZ32VoJhkZ_CvzJ1p_BzVoJOk1_zoucHh_3B-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2Z_-guJBN_92DQuB_HAoqQuJp_VzZqOBkqRzgucH7_SjFHjY9Z9BqqjNk3BP-HO2I_3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZMgoqB-M_1ydPOxEeMgy8j-M_1ydPOxEe3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9268juO_M208JNk3926qBBN_M2S81ONZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBkz9P68MoO_7zuP7OJqpCvzJJF_32CHjN_Zsjibm-sQIupPcua9fBj9RyaUstaHAnObm-FrMBsguYiq3ei6sHOHAnDUMP5y3hwq3ei6soY?src=directory&pub_id=0&page=1&ob=5&management_type=1&t=desktop&dv=desktop&pub_domain=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fitelofficialstore%2Fitel-a70-3-4-128gb-13mp-super-hdr-cam-5000mah-battery-octa-core-hitam-3-128gb-6c023%3Fsrc%3Dtopads&pub_unit=0	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/9/8d76424f-681a-4a56-a7a6-486131f69564.png.webp?ect=4g	
Itel S23 PLUS 8/256 GB Garansi Resmi 100% NEW	0	2299000	ALL_SHOPE99	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnOoAefoAKpbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUEH_rFHmFircYpq9z2Qfdi6sHDUMVDgaUEUMoxPcuSQR-N9f-N9RCaQfzOyReibm-XP3Oig9-wQfgwy3zpUsthoZFiQSuWyMua9fVjrOYag9Ji6sJObm-sy9zwq3zpUs2Qos1DHseDHpnOoV7DUMNwyfVXgcBjy9zB9fVjraUEH_eFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHOHidFoAnaH_1a6A17oA17oaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32qqJOkZ92vuO2t_VzjQu2JyRz6zO-2_OHhqJNEgpoHuVjO332GQ17a_MhgqMz039B-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3Fd81Nc6IPy8j-M_1yNgjOc6IPy8j-M_1o-r7BX_M2iH72D3A-G83UpgI2q17jfZ32oH1O2oIP6zJVN_uzu81YJu_C6zV1F_SB-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32sP7N2oAV6zVuN_1zS81OEqRx6qj7OZ3dFvZUDUMoDP9o7g9-wq3zwPsUi6sUOosJ7bm-FrMBsguYiq3ei6sJRHAnDUMP5y3hwq3ei6soY?t=desktop&src=directory&management_type=1&pub_id=0&ob=5&r=https%3A%2F%2Fwww.tokopedia.com%2Fallshope99%2Fitel-s23-plus-8-256-gb-garansi-resmi-100-new-biru-adepter-8-256-80195%3Fsrc%3Dtopads&dv=desktop&pub_unit=0&pub_domain=0&page=1	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/26/21fdb62d-9ec8-45e8-bb28-32bf4c01541c.jpg.webp?ect=4g	
Samsung Galaxy S23 FE Online Exclusive 8/256GB	0	9999000	Samsung Exclusive Official Store	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnOoAeOoA17bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUEH_HFHmFircYpq9z2Qfdi6seDUMVDgaUEUMoxPcuSQR-N9f-N9RCaQfzOyReibm-XP3Oig9-wQfgwy3zpUsthoZFiQSuWyMua9fVjrOYag9Ji6sJObm-sy9zwq3zpUs2Qos1DHseDHpnOoV7DUMNwyfVXgcBjy9zB9fVjraUEH_eFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHa6mdhop1FHsea6_ndopnObm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1O_oIBo8BJh_M2so1OJz9Bo8BJh_M2soJB2PfBgHO-N3Ao6QVByZM2xe7jfZ320P1OJqRPvuJJO_1z0P7Y1e_uozcWNZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBk3MxoqjBE_OPqqJh1gcOqzco7_jPZq1Y_H3x68Mrp_VzgouBkZMOoHjND332jqOBNZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBD6IB6zsxR3I2mgjOc63gozsxR3I2mgjOAZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBk_9Bvepzd_S2uP7Ok19BvuJJ7_S2CH1B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1NkqpoHqjuE_Oz-oJNJu9xo8Bjp_3BG6ZUDUMoDP9o7g9-wq3zwPsUi6sHhosjfbm-FrMBsguYiq3ei6sJpHAnDUMP5y3hwq3ei6soY?r=https%3A%2F%2Fwww.tokopedia.com%2Fsamsungexclusivestore%2Fsamsung-galaxy-s23-fe-online-exclusive-8-256gb%3Fsrc%3Dtopads&management_type=1&pub_unit=0&page=1&dv=desktop&src=directory&pub_id=0&pub_domain=0&t=desktop&ob=5	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/1/706b2ff3-958f-4330-8427-d5d508491726.jpg.webp?ect=4g	
RÈLX Infinity Sky Blush Bundling / Starter Pack Siap Pakai	0	270000	RELX Gallery	https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jhHsnRoprabm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJRHAn7HpKfo_KDUMoFyaUEH_nFHmFircYpq9z2Qfdi6sJDUMVDgaUEUMoxPmUDUMNOQ3-BrBY5gBYxgIHi6sJObm-XP3Oig9-wy3zp9R-BrZUEH_1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthoAnDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-jg3yibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEHpUNbs1OoAHNHpjOHsrho_j7bm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1YAoI2o8jOE_92o8jOE_92o8jOE_92-q1hAZM2jZJ2Myp-3qcoW_MY-qMY2_1o-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2Z_-guJBN_92DQuB_HAoqQuJp_VzZqOBkqRzgucH7_SjFHjY9Z9BqqjNk3BP-HO2I_3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZMgoqB-M_1ydPOxEeMgy8j-M_1ydPOxEe3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z92oqMWO_BzuHJOEqR2vuVuN_S2VH1Y113BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z_C6zVBO_jzu8jN1Z_VozJ77_jzVP7O1_3BM1_7YUiFiyfhOrRzBrBY2gVYfHiUEHprf6AKDUSCaq3oB9f-2gmUEH_nFHmFigfYxQVY2gmUEHR7?pub_unit=0&r=https%3A%2F%2Fwww.tokopedia.com%2Frelxgallery%2Fr-lx-infinity-sky-blush-bundling-starter-pack-siap-pakai-crisp-apple-8d47e%3Fsrc%3Dtopads&management_type=1&t=desktop&page=1&pub_id=0&dv=desktop&pub_domain=0&ob=5&src=directory	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/4/25/76a93372-3cf9-497a-8aac-3fe6ca0ae9e7.jpg.webp?ect=4g	
Xiaomi NEW Redmi 9 4/64 GB Garansi Toko	4.9	1099000	TOKONIK GADGET	https://www.tokopedia.com/tokonikgadget/xiaomi-new-redmi-9-4-64-gb-garansi-toko-lunar-gold-3-32-6f4ed?extParam=ivf%3Dfalse	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/17/651126f8-ee71-43fd-95c8-165d0ca2c34e.jpg.webp?ect=4g	"8MP Lensa ultra wide-angle13MP lensa wide-angle2MP Sensor Depth5MP lensa makroPERLUAS WAWASAN ANDALayar Full HD Dot Drop Display 6.53""dengan resolusi 2340x1080 layar depan dilengkapi corning Gorila Glass 3 memastikan pengalaman visual yang mendalam dan memberikan pandangan yang jelas tentang dunia di sekitar Anda.LEBIH BANYAK KEUNGGULAN YANG DAPAT ANDA NIKMATIKinerja yang kuat & stabil dengan prosesor Helio G80, CPU Octa-Core Up To 2.0 GHz multitasking yang lancar dan pengalaman audiovisual dan game yang brilian.PENGISIAN DAYA CEPAT, BATERAI BESAR, TIDAK PERNAH TAKUT KEHABISAN DAYADengan kapasitas baterai 5020mAh seperti powerbank dan teknologi fast charging 18W, Anda dapat menghabiskan waktu untuk menonton film, bermain game, atau menelepon, memberikan daya tahan yang Anda butuhkan.TIGA PILIHAN WARNAPilih Sesuai GayamuCarbon Grey, Ocean Green, Sunset PurpleFitur detil yang membuat pengguna lebih nyaman:2+1 SIM SlotOS : Android 10 / MIUI 11Bluetooth 5.0Mikrofon dengan peredam suara bising3.5 mm Headphone jackIR remote untuk kontrol peralatan rumah andaKonektor USB type-C yang dapat dibalik""""                                                        warranty 15 months                                         SpesifikasiRAM : 3GB / 4GBKapasitas Penyimpanan : 32GB / 64GBWarna : Carbon Grey, Ocean Green, Sunset PurpleTampilan Layar6.53"""" FHD + Dot Drop DisplayLayar Depan Gorilla Glass 32340x1080, 1500:1 Color Contrast RatioPerformaChipset:  Mediatek Helio G80CPU : Octa-core CPU, up to 2.0 GHzLPDDR4X RAM, eMMC 5.1 storageKameraKamera Belakang : 8MP Lensa ultra wide-angle 13MP lensa wide-angle 2MP Sensor Depth 5MP lensa makro8MP selfie cameraBateraiBattery: 5020mAh (typ) mendukung pengisian cepat 18WKonektivitasUSB : Type-CSIM : 2+1 SIM SlotOS System: Android 10, MIUI 11Jaringan : GSM / WCDMA / LTE Dual 4G Standby"
XIAOMI Mi POCO X3 Pro 6/128GB NFC Snapdragon™ 860 48MP 5160mAh	4.9	1799000	TOKONIK GADGET	https://www.tokopedia.com/tokonikgadget/xiaomi-mi-poco-x3-pro-6-128gb-nfc-snapdragon-860-48mp-5160mah-metal-bronze-8-256-2b7bc?extParam=ivf%3Dfalse	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/19/84d924f6-3b2c-4113-8a5e-9fa4fd04f510.png.webp?ect=4g	Kondisi SECOND-BATANGAN, GARANSI TOKO 45 HARIPOCO X3 Pro memiliki teknologi memori UFS 3.1 yang ditingkatkan, POCO X3 Pro menawarkan kecepatan baca dan tulis yang tajam. POCO X3 Pro menggunakan Teknologi LiquidCool 1.0 Plus.POCO X3 Pro memiliki Rasio refresh rate 120Hz. Pada refresh rate layar tinggi 120Hz, kamu tidak akan pernah tertinggal. Nikmati gerakan lancar yang mulus dalam game penuh aksi dan tetap menjadi yang terdepan dalam persaingan.POCO X3 Pro dilengkapi dengan Corning® Gorilla® Glass 6 Tahan jatuh dari ketinggian hingga 1,6m ke permukaan yang keras dan kasar. Peningkatan ketahanan gores Peningkatan hingga 2x dibandingkan dengan aluminosilikat alternatif*.POCO X3 Pro memiliki Baterai 5160mAh. 11 jam bermain game, 18 jam perekaman video, 110 jam pemutaran musik*. Pengisian daya cepat 33W Dengan pengisian daya cepat 33W, POCO X3 Pro dapat dihidupkan dengan cepat, memastikan bahwa kamu selalu siap sedia. Jangan biarkan pengisian daya yang lambat memperlambat kamu! 30 menit untuk isi daya hingga 59%, 50 menit untuk isi daya hingga 100%.POCO X3 Pro juga dilengkapi dengan NFC*, IR Blaster, IP53, 3,5mm headphone jack.SpesifikasiPenyimpanan & RAM6+128GB/ 8+256GBLPDDR4X+UFS 3.1*Penyimpanan dan RAM yang tersedia lebih sedikit dari total memori dikarenakan penyimpanan operasi sistem dan pra-instal software di perangkat.*Konfigurasi yang tersedia bervariasi antar daerah.DimensiTinggi: 165,3 mmLebar: 76,8 mmKetebalan: 9,4 mmBerat: 215gKamera Depan20MP kamera depan dalam layar f/2.2 1,6μm piksel besar (4-in-1)Fitur Video & FotografiMode malamDual videoJaringan NirkabelWi-Fi 5Mendukung 2,4GHz Wi-Fi/5GHz Wi-FiBluetooth 5.0SensorSensor jarak | Sensor cahaya sekitar | Akselerometer | Giroskop | Kompas elektronik | Motor getaran | IR blasterSistem operasiMIUI 12 berbasis POCOIsi Paket PembelianPOCO X3 Pro
Xiaomi Redmi 9A 2/32 ~ 3/32 GB Garansi Resmi , IMEI Terdaftar	5	1299000	duniagadgetku	https://www.tokopedia.com/duniagadgetku/xiaomi-redmi-9a-2-32-3-32-gb-garansi-resmi-imei-terdaftar-2-32-promo?extParam=ivf%3Dtrue	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/13/ba15bb33-1dfc-46c6-ad3e-708c9c446dbe.jpg.webp?ect=4g	Garansi Resmi Xiaomi IndonesiaIMEI terdaftar2GB 32GB ~ Ram 2 GB Internal 32 GB3GB 32 GB ~ Ram 3 GB Internal 32 GB NETWORK Technology GSM / HSPA / LTELAUNCH Announced 2020, June 30Status Available. Released 2020, July 07BODY Dimensions 164.9 x 77 x 9 mm (6.49 x 3.03 x 0.35 in)Weight 196 g (6.91 oz)SIM Dual SIM (Nano-SIM, dual stand-by)DISPLAY Type IPS LCD capacitive touchscreen, 16M colorsSize 6.53 inches, 102.9 cm2 (~81.1% screen-to-body ratio)Resolution 720 x 1600 pixels, 20:9 ratio (~269 ppi density)  400 nits typ. brightness (advertised)PLATFORM OS Android 10, MIUI 12Chipset MediaTek Helio G25 (12 nm)CPU Octa-core 2.0 GHz Cortex-A53GPU PowerVR GE8320MEMORY Card slot microSDXC (dedicated slot)Internal 32GB 2GB RAM  eMMC 5.1MAIN CAMERA Single 13 MP, f/2.2, 28mm (wide), PDAFFeatures LED flash, HDRVideo 1080p@30/60fpsSELFIE CAMERA Single 5 MP, f/2.2, (wide), 1.12µmFeatures HDRVideo 1080p@30fpsSOUND Loudspeaker Yes3.5mm jack YesCOMMS WLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspotBluetooth 5.0, A2DP, LEGPS Yes, with A-GPS, GLONASS, BDSRadio FM radioUSB microUSB 2.0, USB On-The-GoFEATURES Sensors Accelerometer, proximityBATTERY   Li-Po 5000 mAh, non-removableCharging Charging 10W
Iphone 11 128GB Garansi Resmi TAM / Ibox	5	7200000	igoods gadget	https://www.tokopedia.com/igoodsgadget/iphone-11-128gb-garansi-resmi-tam-ibox-promo-64gb-white?extParam=cmp%3D1%26ivf%3Dfalse	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/25/7afd2ab5-5cc9-4920-acb8-ac208b9a9b8a.png.webp?ect=4g	Newpack / SlimpackIsi box : Hanya unit dan kabel Type C to lighting (Adaptor dan Earphone belum include)100% Garansi resmi100% Baru dan asli100% Segel asli greenpeel ( no repack)RESMI IMEI terdaftar di kemenperin / kominfo(cek Imei: http://kemenperin•go•id/imei/ )Berlaku claim di semua service centre iboxImei belum aktif / Fresh unitOperasional 11.00 - 19.00- setiap pembelian iphone, bila sudah terkoneksi wifi/sudah di aktifkan dibantu ke apple resminya bila ada kendala, karena itu sudah ketentuan dari apple resminya.Asesoris Lainnya Ditoko iniAdaptor :https://www.tokopedia.com/ptpratamasemesta/apple-power-adapter-20w-usb-c-originalhttps://www.tokopedia.com/ptpratamasemesta/anker-adapter-powerport-iii-nano-20-watt-usb-c-adapter-appleTempred Glass :https://www.tokopedia.com/ptpratamasemesta/lamina-tempered-glass-premium-iphonehttps://www.tokopedia.com/ptpratamasemesta/tempered-glass-premium-spyhttps://www.tokopedia.com/ptpratamasemesta/tempered-glass-full-screen-iphone-11-11pro-11promaxCase :https://www.tokopedia.com/ptpratamasemesta/clear-case-with-magsafehttps://www.tokopedia.com/ptpratamasemesta/case-premium-iphone-11https://www.tokopedia.com/ptpratamasemesta/paket-standar-case-tempered-glassAirpods dan Earphone :https://www.tokopedia.com/ptpratamasemesta/apple-earpods-with-lightning-connector-originalhttps://www.tokopedia.com/ptpratamasemesta/apple-airpods-pro-garansi-ibox-magsafe-chargerAirtag :https://www.tokopedia.com/ptpratamasemesta/apple-airtag
Xiaomi Redmi 10 4/64 GB + 6/128 GB Garansi Resmi	5	1707000	duniagadgetku	https://www.tokopedia.com/duniagadgetku/xiaomi-redmi-10-4-64-gb-6-128-gb-garansi-resmi-6-128-promo?extParam=cmp%3D1%26ivf%3Dtrue	https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/13/1736cc9b-3e70-44fb-ab56-b04cc883af59.jpg.webp?ect=4g	Baru dan Bersegel ~Garansi Resmi Xiaomi Indonesia,IMEI Terdaftar~NETWORK Technology GSM / HSPA / LTELAUNCH Announced 2021, August 18Status Available. Released 2021, August 20BODY Dimensions 162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in)Weight 181 g (6.38 oz)SIM Dual SIM (Nano-SIM, dual stand-by)DISPLAY Type LCD, 90HzSize 6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)Resolution 1080 x 2400 pixels, 20:9 ratio (~405 ppi density)Protection Corning Gorilla Glass 3PLATFORM OS Android 11, MIUI 12.5Chipset MediaTek Helio G88 (12nm)CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)GPU Mali-G52 MC2MEMORY Card slot microSDXC (hybrid)Internal 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM  eMMC 5.1MAIN CAMERA Quad 50 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 120˚ (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4 (depth)Features LED flash, HDR, panoramaVideo 1080p@30fpsSELFIE CAMERA Single 8 MP, f/2.0, (wide)Video 1080p@30fpsSOUND Loudspeaker Yes, with stereo speakers3.5mm jack Yes  24-bit/192kHz audioCOMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth 5.1, A2DP, LEGPS Yes, with A-GPS, GLONASS, GALILEO, BDSInfrared port YesRadio FM radioUSB USB Type-C 2.0FEATURES Sensors Fingerprint (side-mounted), accelerometer, proximity, compassBATTERY Type Li-Po 5000 mAh, non-removableCharging Fast charging 18W
